,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date,state,fips,cases,deaths
2579,-45.0,-20.0,21.0,-69.0,-58.0,25.0,2020-04-23,Massachusetts,25,46023,2360
2580,-49.0,-20.0,-10.0,-55.0,-59.0,26.0,2020-04-23,Michigan,26,35253,2977
2581,-38.0,-12.0,59.0,-53.0,-48.0,21.0,2020-04-23,Minnesota,27,2942,200
2582,-25.0,-6.0,-16.0,-23.0,-39.0,16.0,2020-04-23,Mississippi,28,5153,201
2583,-33.0,-7.0,30.0,-31.0,-45.0,18.0,2020-04-23,Missouri,29,6321,248
2584,-36.0,-3.0,10.0,-29.0,-38.0,15.0,2020-04-23,Montana,30,442,14
2585,-27.0,-5.0,71.0,-12.0,-40.0,17.0,2020-04-23,Nebraska,31,2190,46
2586,-41.0,-14.0,-35.0,-53.0,-53.0,20.0,2020-04-23,Nevada,32,4208,195
2587,-33.0,-12.0,68.0,-43.0,-46.0,20.0,2020-04-23,New Hampshire,33,1670,51
2588,-58.0,-21.0,-23.0,-67.0,-59.0,27.0,2020-04-23,New Jersey,34,99989,5368
2589,-30.0,-6.0,1.0,-26.0,-46.0,18.0,2020-04-23,New Mexico,35,2379,78
2590,-60.0,-20.0,-32.0,-69.0,-59.0,26.0,2020-04-23,New York,36,267932,20212
2591,-36.0,-12.0,-30.0,-50.0,-45.0,20.0,2020-04-23,North Carolina,37,7608,253
2592,-33.0,-10.0,34.0,-28.0,-36.0,17.0,2020-04-23,North Dakota,38,709,15
2593,-35.0,-11.0,13.0,-32.0,-47.0,20.0,2020-04-23,Ohio,39,14694,656
2594,-17.0,3.0,59.0,-15.0,-40.0,14.0,2020-04-23,Oklahoma,40,3017,179
2595,-37.0,-9.0,20.0,-43.0,-48.0,17.0,2020-04-23,Oregon,41,2127,83
2596,-43.0,-18.0,-5.0,-54.0,-52.0,22.0,2020-04-23,Pennsylvania,42,38334,1723
2597,-37.0,-16.0,28.0,-64.0,-50.0,21.0,2020-04-23,Rhode Island,44,6256,189
2598,-34.0,-12.0,-46.0,-31.0,-42.0,19.0,2020-04-23,South Carolina,45,4917,150
2599,-29.0,-1.0,73.0,-20.0,-38.0,16.0,2020-04-23,South Dakota,46,1956,9
2600,-32.0,-9.0,-30.0,-35.0,-42.0,18.0,2020-04-23,Tennessee,47,8169,172
2601,-31.0,-11.0,6.0,-39.0,-46.0,19.0,2020-04-23,Texas,48,22706,601
2602,-31.0,-10.0,22.0,-44.0,-47.0,19.0,2020-04-23,Utah,49,3621,35
2603,-42.0,-20.0,31.0,-49.0,-52.0,20.0,2020-04-23,Vermont,50,825,42
2604,-38.0,-16.0,-17.0,-51.0,-49.0,22.0,2020-04-23,Virginia,51,10999,375
2605,-39.0,-12.0,2.0,-56.0,-54.0,21.0,2020-04-23,Washington,53,12981,717
2606,-32.0,-13.0,-20.0,-25.0,-42.0,16.0,2020-04-23,West Virginia,54,981,31
2607,-41.0,-15.0,30.0,-34.0,-44.0,20.0,2020-04-23,Wisconsin,55,5052,257
2608,-30.0,-8.0,-2.0,-11.0,-36.0,15.0,2020-04-23,Wyoming,56,453,7
2609,-26.0,-4.0,22.0,-26.0,-39.0,16.0,2020-04-24,Alabama,1,6026,209
2610,-28.0,-8.0,33.0,-44.0,-37.0,16.0,2020-04-24,Alaska,2,337,7
2611,-36.0,-14.0,-19.0,-39.0,-46.0,18.0,2020-04-24,Arizona,4,6045,268
2612,-20.0,0.0,34.0,-22.0,-35.0,13.0,2020-04-24,Arkansas,5,2810,47
2613,-54.0,-14.0,-29.0,-52.0,-50.0,23.0,2020-04-24,California,6,41368,1619
2614,-40.0,-18.0,-4.0,-53.0,-51.0,21.0,2020-04-24,Colorado,8,12255,672
2615,-45.0,-22.0,-33.0,-58.0,-51.0,26.0,2020-04-24,Connecticut,9,23921,1764
2616,-42.0,-24.0,-46.0,-56.0,-49.0,24.0,2020-04-24,Delaware,10,3442,100
2617,-65.0,-34.0,-69.0,-77.0,-69.0,30.0,2020-04-24,District of Columbia,11,3528,153
2618,-47.0,-25.0,-60.0,-60.0,-47.0,23.0,2020-04-24,Florida,12,30525,1045
2619,-31.0,-10.0,22.0,-48.0,-45.0,18.0,2020-04-24,Georgia,13,21575,889
2620,-51.0,-30.0,-65.0,-69.0,-47.0,24.0,2020-04-24,Hawaii,15,595,13
2621,-30.0,-6.0,68.0,-24.0,-41.0,14.0,2020-04-24,Idaho,16,1870,54
2622,-42.0,-13.0,-12.0,-50.0,-50.0,22.0,2020-04-24,Illinois,17,39658,1804
2623,-32.0,-11.0,80.0,-24.0,-45.0,18.0,2020-04-24,Indiana,18,13848,851
2624,-32.0,1.0,61.0,-19.0,-39.0,16.0,2020-04-24,Iowa,19,4459,107
2625,-34.0,-15.0,26.0,-26.0,-41.0,17.0,2020-04-24,Kansas,20,2842,117
2626,-30.0,-5.0,60.0,-31.0,-44.0,18.0,2020-04-24,Kentucky,21,3779,203
2627,-33.0,-6.0,-4.0,-41.0,-41.0,18.0,2020-04-24,Louisiana,22,26199,1660
2628,-39.0,-15.0,23.0,-49.0,-45.0,19.0,2020-04-24,Maine,23,965,47
2629,-42.0,-24.0,-26.0,-59.0,-55.0,27.0,2020-04-24,Maryland,24,16693,798
2630,-51.0,-27.0,-45.0,-72.0,-58.0,29.0,2020-04-24,Massachusetts,25,50969,2556
2631,-50.0,-23.0,39.0,-51.0,-58.0,26.0,2020-04-24,Michigan,26,36628,3084
2632,-38.0,-10.0,75.0,-52.0,-48.0,21.0,2020-04-24,Minnesota,27,3185,221
2633,-23.0,-5.0,7.0,-23.0,-37.0,15.0,2020-04-24,Mississippi,28,5434,209
2634,-30.0,-11.0,36.0,-29.0,-37.0,17.0,2020-04-24,Missouri,29,6625,267
2635,-35.0,0.0,37.0,-22.0,-37.0,14.0,2020-04-24,Montana,30,444,14
2636,-30.0,-5.0,20.0,-16.0,-41.0,18.0,2020-04-24,Nebraska,31,2474,50
2637,-42.0,-16.0,-37.0,-53.0,-53.0,21.0,2020-04-24,Nevada,32,4398,203
2638,-39.0,-17.0,-2.0,-57.0,-46.0,23.0,2020-04-24,New Hampshire,33,1720,53
2639,-62.0,-27.0,-50.0,-71.0,-59.0,31.0,2020-04-24,New Jersey,34,102196,5617
2640,-33.0,-3.0,-7.0,-29.0,-43.0,17.0,2020-04-24,New Mexico,35,2524,84
2641,-63.0,-25.0,-50.0,-70.0,-59.0,29.0,2020-04-24,New York,36,276218,20759
2642,-31.0,-8.0,33.0,-44.0,-43.0,17.0,2020-04-24,North Carolina,37,8052,270
2643,-35.0,-10.0,50.0,-26.0,-34.0,18.0,2020-04-24,North Dakota,38,748,15
2644,-34.0,-12.0,108.0,-26.0,-46.0,19.0,2020-04-24,Ohio,39,15169,690
2645,-24.0,-5.0,24.0,-18.0,-39.0,16.0,2020-04-24,Oklahoma,40,3120,188
2646,-40.0,-13.0,-3.0,-44.0,-46.0,18.0,2020-04-24,Oregon,41,2177,86
2647,-47.0,-23.0,-23.0,-57.0,-51.0,24.0,2020-04-24,Pennsylvania,42,40298,1786
2648,-45.0,-22.0,-38.0,-69.0,-50.0,26.0,2020-04-24,Rhode Island,44,6699,202
2649,-29.0,-5.0,-13.0,-28.0,-40.0,15.0,2020-04-24,South Carolina,45,5070,157
2650,-29.0,2.0,72.0,-18.0,-35.0,17.0,2020-04-24,South Dakota,46,2040,10
2651,-30.0,-8.0,5.0,-31.0,-41.0,16.0,2020-04-24,Tennessee,47,8618,172
2652,-33.0,-11.0,-10.0,-40.0,-45.0,20.0,2020-04-24,Texas,48,23650,625
2653,-31.0,-6.0,71.0,-39.0,-45.0,17.0,2020-04-24,Utah,49,3782,39
2654,-46.0,-26.0,7.0,-53.0,-53.0,22.0,2020-04-24,Vermont,50,827,43
2655,-38.0,-17.0,1.0,-52.0,-49.0,22.0,2020-04-24,Virginia,51,11595,413
2656,-40.0,-14.0,17.0,-54.0,-53.0,21.0,2020-04-24,Washington,53,13197,731
2657,-36.0,-16.0,-13.0,-29.0,-41.0,17.0,2020-04-24,West Virginia,54,1010,32
2658,-42.0,-16.0,58.0,-31.0,-43.0,21.0,2020-04-24,Wisconsin,55,5356,262
2659,-31.0,-4.0,6.0,-6.0,-34.0,16.0,2020-04-24,Wyoming,56,473,7
2660,-31.0,-3.0,17.0,-23.0,-23.0,9.0,2020-04-25,Alabama,1,6213,213
2661,-25.0,-2.0,85.0,-40.0,-25.0,7.0,2020-04-25,Alaska,2,337,7
2662,-40.0,-12.0,-28.0,-37.0,-32.0,12.0,2020-04-25,Arizona,4,6280,275
2663,-23.0,3.0,27.0,-20.0,-20.0,7.0,2020-04-25,Arkansas,5,2909,48
2664,-56.0,-13.0,-35.0,-47.0,-34.0,15.0,2020-04-25,California,6,42590,1692
2665,-41.0,-15.0,6.0,-48.0,-35.0,13.0,2020-04-25,Colorado,8,12967,670
2666,-37.0,-17.0,174.0,-44.0,-33.0,11.0,2020-04-25,Connecticut,9,24582,1862
2667,-37.0,-16.0,0.0,-37.0,-30.0,11.0,2020-04-25,Delaware,10,3576,112
2668,-68.0,-28.0,-56.0,-69.0,-47.0,16.0,2020-04-25,District of Columbia,11,3699,165
2669,-45.0,-19.0,-52.0,-59.0,-36.0,13.0,2020-04-25,Florida,12,30831,1054
2670,-32.0,-8.0,20.0,-45.0,-28.0,11.0,2020-04-25,Georgia,13,22225,897
2671,-51.0,-29.0,-54.0,-71.0,-44.0,16.0,2020-04-25,Hawaii,15,597,14
2672,-31.0,-3.0,71.0,-18.0,-27.0,8.0,2020-04-25,Idaho,16,1887,56
2673,-48.0,-14.0,-43.0,-48.0,-34.0,15.0,2020-04-25,Illinois,17,41777,1884
2674,-36.0,-9.0,44.0,-24.0,-32.0,11.0,2020-04-25,Indiana,18,14567,897
2675,-35.0,6.0,115.0,-18.0,-22.0,9.0,2020-04-25,Iowa,19,5109,112
2676,-35.0,-6.0,137.0,-16.0,-25.0,9.0,2020-04-25,Kansas,20,3091,119
2677,-35.0,-5.0,26.0,-31.0,-30.0,11.0,2020-04-25,Kentucky,21,3905,208
2678,-37.0,-6.0,-22.0,-40.0,-29.0,11.0,2020-04-25,Louisiana,22,26571,1703
2679,-37.0,-13.0,77.0,-47.0,-29.0,9.0,2020-04-25,Maine,23,990,50
2680,-41.0,-16.0,55.0,-43.0,-35.0,14.0,2020-04-25,Maryland,24,17844,875
2681,-45.0,-22.0,98.0,-56.0,-40.0,13.0,2020-04-25,Massachusetts,25,53348,2730
2682,-50.0,-22.0,58.0,-47.0,-40.0,14.0,2020-04-25,Michigan,26,37302,3273
2683,-40.0,-6.0,92.0,-45.0,-30.0,11.0,2020-04-25,Minnesota,27,3446,244
2684,-26.0,-2.0,3.0,-25.0,-25.0,9.0,2020-04-25,Mississippi,28,5718,221
2685,-39.0,-7.0,14.0,-29.0,-28.0,11.0,2020-04-25,Missouri,29,6826,280
2686,-37.0,1.0,53.0,-23.0,-30.0,7.0,2020-04-25,Montana,30,445,14
2687,-33.0,-4.0,68.0,-10.0,-24.0,10.0,2020-04-25,Nebraska,31,2898,52
2688,-45.0,-15.0,-44.0,-51.0,-50.0,15.0,2020-04-25,Nevada,32,4539,206
2689,-37.0,-17.0,90.0,-39.0,-33.0,10.0,2020-04-25,New Hampshire,33,1793,60
2690,-57.0,-19.0,26.0,-58.0,-39.0,15.0,2020-04-25,New Jersey,34,105523,5863
2691,-38.0,-9.0,-5.0,-28.0,-32.0,11.0,2020-04-25,New Mexico,35,2662,93
2692,-57.0,-15.0,45.0,-58.0,-41.0,14.0,2020-04-25,New York,36,286901,21326
2693,-37.0,-10.0,3.0,-46.0,-30.0,11.0,2020-04-25,North Carolina,37,8548,304
2694,-39.0,-6.0,52.0,-30.0,-23.0,10.0,2020-04-25,North Dakota,38,803,16
2695,-34.0,-9.0,136.0,-22.0,-31.0,10.0,2020-04-25,Ohio,39,15587,711
2696,-25.0,4.0,55.0,-10.0,-25.0,8.0,2020-04-25,Oklahoma,40,3193,194
2697,-43.0,-13.0,11.0,-37.0,-33.0,11.0,2020-04-25,Oregon,41,2253,87
2698,-43.0,-15.0,85.0,-41.0,-34.0,12.0,2020-04-25,Pennsylvania,42,41626,1842
2699,-38.0,-16.0,139.0,-51.0,-35.0,12.0,2020-04-25,Rhode Island,44,7129,215
2700,-32.0,-5.0,-2.0,-29.0,-28.0,9.0,2020-04-25,South Carolina,45,5253,166
2701,-35.0,1.0,57.0,-24.0,-25.0,11.0,2020-04-25,South Dakota,46,2147,10
2702,-36.0,-7.0,-24.0,-31.0,-28.0,10.0,2020-04-25,Tennessee,47,8918,179
2703,-37.0,-11.0,-14.0,-37.0,-30.0,12.0,2020-04-25,Texas,48,24494,662
2704,-35.0,-8.0,81.0,-33.0,-28.0,9.0,2020-04-25,Utah,49,3950,41
2705,-45.0,-23.0,103.0,-50.0,-39.0,10.0,2020-04-25,Vermont,50,843,45
2706,-41.0,-13.0,6.0,-44.0,-32.0,12.0,2020-04-25,Virginia,51,12365,436
2707,-45.0,-15.0,8.0,-46.0,-37.0,13.0,2020-04-25,Washington,53,13565,743
2708,-33.0,-10.0,29.0,-18.0,-28.0,9.0,2020-04-25,West Virginia,54,1025,33
2709,-43.0,-9.0,78.0,-29.0,-27.0,11.0,2020-04-25,Wisconsin,55,5687,266
2710,-27.0,-1.0,49.0,1.0,-24.0,8.0,2020-04-25,Wyoming,56,477,7
2711,-30.0,-7.0,15.0,-29.0,-31.0,8.0,2020-04-26,Alabama,1,6421,219
2712,-17.0,-3.0,101.0,-43.0,-25.0,5.0,2020-04-26,Alaska,2,339,7
2713,-37.0,-14.0,-22.0,-41.0,-34.0,9.0,2020-04-26,Arizona,4,6526,277
2714,-18.0,4.0,78.0,-22.0,-25.0,5.0,2020-04-26,Arkansas,5,3001,50
2715,-56.0,-17.0,-31.0,-50.0,-36.0,13.0,2020-04-26,California,6,43691,1716
2716,-39.0,-16.0,15.0,-53.0,-37.0,10.0,2020-04-26,Colorado,8,13440,678
2717,-50.0,-29.0,-41.0,-63.0,-36.0,14.0,2020-04-26,Connecticut,9,25269,1925
2718,-48.0,-24.0,-53.0,-60.0,-39.0,13.0,2020-04-26,Delaware,10,4034,120
2719,-69.0,-39.0,-73.0,-74.0,-51.0,16.0,2020-04-26,District of Columbia,11,3841,178
2720,-47.0,-23.0,-52.0,-63.0,-40.0,12.0,2020-04-26,Florida,12,31520,1073
2721,-34.0,-11.0,4.0,-53.0,-36.0,10.0,2020-04-26,Georgia,13,22459,907
2722,-53.0,-30.0,-55.0,-74.0,-44.0,14.0,2020-04-26,Hawaii,15,599,14
2723,-18.0,3.0,164.0,-19.0,-33.0,5.0,2020-04-26,Idaho,16,1897,56
2724,-39.0,-11.0,70.0,-43.0,-35.0,10.0,2020-04-26,Illinois,17,43903,1943
2725,-33.0,-9.0,63.0,-25.0,-34.0,9.0,2020-04-26,Indiana,18,15187,928
2726,-26.0,8.0,195.0,-22.0,-27.0,6.0,2020-04-26,Iowa,19,5490,118
2727,-25.0,-10.0,102.0,-16.0,-30.0,7.0,2020-04-26,Kansas,20,3198,120
2728,-38.0,-11.0,-19.0,-37.0,-35.0,10.0,2020-04-26,Kentucky,21,4074,211
2729,-33.0,-5.0,-1.0,-44.0,-32.0,9.0,2020-04-26,Louisiana,22,26832,1729
2730,-35.0,-11.0,31.0,-51.0,-27.0,8.0,2020-04-26,Maine,23,1015,50
2731,-49.0,-24.0,-41.0,-57.0,-42.0,15.0,2020-04-26,Maryland,24,18664,910
2732,-53.0,-32.0,-34.0,-71.0,-42.0,15.0,2020-04-26,Massachusetts,25,54938,2899
2733,-42.0,-19.0,134.0,-48.0,-39.0,9.0,2020-04-26,Michigan,26,38003,3314
2734,-35.0,-10.0,121.0,-52.0,-33.0,8.0,2020-04-26,Minnesota,27,3602,272
2735,-22.0,-4.0,17.0,-25.0,-30.0,8.0,2020-04-26,Mississippi,28,5911,227
2736,-25.0,-2.0,89.0,-26.0,-29.0,6.0,2020-04-26,Missouri,29,6997,282
2737,-28.0,1.0,79.0,-23.0,-29.0,5.0,2020-04-26,Montana,30,448,14
2738,-26.0,-5.0,98.0,-14.0,-25.0,7.0,2020-04-26,Nebraska,31,3126,54
2739,-44.0,-17.0,-28.0,-58.0,-52.0,12.0,2020-04-26,Nevada,32,4638,206
2740,-41.0,-25.0,-15.0,-58.0,-35.0,11.0,2020-04-26,New Hampshire,33,1864,60
2741,-67.0,-35.0,-59.0,-73.0,-44.0,16.0,2020-04-26,New Jersey,34,109038,5938
2742,-34.0,-10.0,-3.0,-32.0,-32.0,9.0,2020-04-26,New Mexico,35,2728,99
2743,-66.0,-33.0,-58.0,-70.0,-44.0,15.0,2020-04-26,New York,36,292914,21804
2744,-35.0,-11.0,10.0,-50.0,-35.0,9.0,2020-04-26,North Carolina,37,8830,309
2745,-33.0,-8.0,84.0,-33.0,-26.0,7.0,2020-04-26,North Dakota,38,867,17
2746,-40.0,-17.0,-13.0,-39.0,-35.0,10.0,2020-04-26,Ohio,39,15963,728
2747,-22.0,0.0,63.0,-14.0,-30.0,6.0,2020-04-26,Oklahoma,40,3253,195
2748,-36.0,-13.0,28.0,-36.0,-35.0,9.0,2020-04-26,Oregon,41,2311,91
2749,-51.0,-26.0,-49.0,-56.0,-38.0,13.0,2020-04-26,Pennsylvania,42,42709,1871
2750,-48.0,-28.0,-44.0,-67.0,-38.0,13.0,2020-04-26,Rhode Island,44,7439,226
2751,-30.0,-7.0,-7.0,-30.0,-34.0,8.0,2020-04-26,South Carolina,45,5490,174
2752,-20.0,9.0,206.0,-22.0,-25.0,5.0,2020-04-26,South Dakota,46,2213,11
2753,-34.0,-10.0,-33.0,-35.0,-35.0,9.0,2020-04-26,Tennessee,47,9435,182
2754,-35.0,-15.0,-15.0,-43.0,-34.0,10.0,2020-04-26,Texas,48,25209,676
2755,-26.0,-3.0,102.0,-36.0,-38.0,6.0,2020-04-26,Utah,49,4123,41
2756,-48.0,-25.0,-9.0,-68.0,-38.0,10.0,2020-04-26,Vermont,50,851,45
2757,-41.0,-15.0,-8.0,-52.0,-37.0,11.0,2020-04-26,Virginia,51,12969,448
2758,-36.0,-15.0,13.0,-46.0,-37.0,10.0,2020-04-26,Washington,53,13744,757
2759,-35.0,-14.0,-23.0,-25.0,-33.0,9.0,2020-04-26,West Virginia,54,1054,34
2760,-33.0,-9.0,183.0,-29.0,-29.0,7.0,2020-04-26,Wisconsin,55,5911,274
2761,-25.0,-6.0,41.0,-15.0,-28.0,6.0,2020-04-26,Wyoming,56,502,7
2762,-20.0,-4.0,20.0,-21.0,-37.0,14.0,2020-04-27,Alabama,1,6539,228
2763,-14.0,-5.0,60.0,-39.0,-36.0,13.0,2020-04-27,Alaska,2,343,7
2764,-31.0,-13.0,-19.0,-38.0,-45.0,16.0,2020-04-27,Arizona,4,6716,277
2765,-14.0,0.0,11.0,-17.0,-34.0,12.0,2020-04-27,Arkansas,5,3069,51
2766,-51.0,-15.0,-23.0,-51.0,-49.0,20.0,2020-04-27,California,6,45208,1800
2767,-31.0,-13.0,51.0,-49.0,-46.0,17.0,2020-04-27,Colorado,8,13804,705
2768,-40.0,-20.0,-18.0,-54.0,-49.0,22.0,2020-04-27,Connecticut,9,25997,2012
2769,-36.0,-17.0,-23.0,-48.0,-46.0,19.0,2020-04-27,Delaware,10,4162,125
2770,-62.0,-34.0,-60.0,-76.0,-68.0,28.0,2020-04-27,District of Columbia,11,3892,185
2771,-38.0,-19.0,-39.0,-54.0,-44.0,17.0,2020-04-27,Florida,12,32130,1087
2772,-25.0,-8.0,14.0,-47.0,-43.0,16.0,2020-04-27,Georgia,13,23229,981
2773,-49.0,-28.0,-60.0,-66.0,-46.0,20.0,2020-04-27,Hawaii,15,600,16
2774,-21.0,-2.0,63.0,-21.0,-36.0,11.0,2020-04-27,Idaho,16,1917,58
2775,-37.0,-13.0,-5.0,-51.0,-49.0,20.0,2020-04-27,Illinois,17,45883,1992
2776,-21.0,-6.0,71.0,-19.0,-43.0,16.0,2020-04-27,Indiana,18,16137,932
2777,-25.0,3.0,128.0,-16.0,-39.0,14.0,2020-04-27,Iowa,19,5868,127
2778,-25.0,-7.0,91.0,-19.0,-40.0,15.0,2020-04-27,Kansas,20,3407,126
2779,-20.0,-1.0,55.0,-27.0,-42.0,15.0,2020-04-27,Kentucky,21,4146,216
2780,-26.0,-7.0,-3.0,-37.0,-38.0,15.0,2020-04-27,Louisiana,22,27111,1740
2781,-40.0,-18.0,-28.0,-51.0,-44.0,18.0,2020-04-27,Maine,23,1023,51
2782,-38.0,-21.0,-12.0,-56.0,-53.0,23.0,2020-04-27,Maryland,24,19574,945
2783,-50.0,-31.0,-48.0,-74.0,-58.0,25.0,2020-04-27,Massachusetts,25,56462,3003
2784,-37.0,-18.0,64.0,-46.0,-56.0,21.0,2020-04-27,Michigan,26,38457,3406
2785,-29.0,-8.0,122.0,-50.0,-47.0,18.0,2020-04-27,Minnesota,27,3816,286
2786,-12.0,-1.0,6.0,-20.0,-34.0,12.0,2020-04-27,Mississippi,28,6094,229
2787,-25.0,-4.0,33.0,-29.0,-42.0,16.0,2020-04-27,Missouri,29,7171,296
2788,-24.0,1.0,28.0,-26.0,-33.0,11.0,2020-04-27,Montana,30,449,14
2789,-20.0,-2.0,111.0,-10.0,-38.0,14.0,2020-04-27,Nebraska,31,3487,54
2790,-38.0,-13.0,-31.0,-52.0,-50.0,18.0,2020-04-27,Nevada,32,4708,219
2791,-37.0,-21.0,-33.0,-55.0,-47.0,21.0,2020-04-27,New Hampshire,33,1938,60
2792,-57.0,-23.0,-31.0,-67.0,-57.0,26.0,2020-04-27,New Jersey,34,111188,6044
2793,-27.0,-5.0,2.0,-27.0,-44.0,16.0,2020-04-27,New Mexico,35,2825,104
2794,-59.0,-23.0,-37.0,-68.0,-58.0,25.0,2020-04-27,New York,36,296991,22267
2795,-25.0,-6.0,28.0,-42.0,-41.0,15.0,2020-04-27,North Carolina,37,9035,331
2796,-26.0,-9.0,56.0,-27.0,-34.0,14.0,2020-04-27,North Dakota,38,942,19
2797,-25.0,-6.0,106.0,-23.0,-44.0,16.0,2020-04-27,Ohio,39,16325,753
2798,-17.0,-1.0,16.0,-16.0,-38.0,14.0,2020-04-27,Oklahoma,40,3280,197
2799,-32.0,-11.0,19.0,-41.0,-45.0,16.0,2020-04-27,Oregon,41,2354,92
2800,-38.0,-17.0,-1.0,-53.0,-49.0,20.0,2020-04-27,Pennsylvania,42,43728,1946
2801,-41.0,-24.0,-33.0,-69.0,-49.0,21.0,2020-04-27,Rhode Island,44,7708,233
2802,-20.0,-3.0,0.0,-24.0,-37.0,13.0,2020-04-27,South Carolina,45,5613,177
2803,-19.0,4.0,127.0,-16.0,-34.0,12.0,2020-04-27,South Dakota,46,2246,11
2804,-18.0,-4.0,18.0,-27.0,-38.0,14.0,2020-04-27,Tennessee,47,9739,184
2805,-29.0,-13.0,-11.0,-40.0,-44.0,18.0,2020-04-27,Texas,48,25963,699
2806,-24.0,-6.0,56.0,-40.0,-45.0,16.0,2020-04-27,Utah,49,4236,41
2807,-42.0,-24.0,-31.0,-53.0,-51.0,20.0,2020-04-27,Vermont,50,855,46
2808,-33.0,-14.0,0.0,-51.0,-46.0,19.0,2020-04-27,Virginia,51,13534,458
2809,-34.0,-13.0,9.0,-53.0,-51.0,19.0,2020-04-27,Washington,53,13958,771
2810,-22.0,-5.0,8.0,-19.0,-39.0,14.0,2020-04-27,West Virginia,54,1078,37
2811,-36.0,-13.0,40.0,-34.0,-42.0,18.0,2020-04-27,Wisconsin,55,6081,281
2812,-19.0,-2.0,39.0,-12.0,-32.0,11.0,2020-04-27,Wyoming,56,520,7
2813,-21.0,-2.0,22.0,-20.0,-37.0,8.0,2020-04-28,Alabama,1,6750,242
2814,-15.0,-4.0,58.0,-39.0,-37.0,5.0,2020-04-28,Alaska,2,349,7
2815,-32.0,-11.0,-20.0,-34.0,-46.0,9.0,2020-04-28,Arizona,4,6948,297
2816,-15.0,3.0,36.0,-15.0,-35.0,6.0,2020-04-28,Arkansas,5,3127,57
2817,-51.0,-14.0,-19.0,-49.0,-50.0,13.0,2020-04-28,California,6,46570,1884
2818,-32.0,-13.0,24.0,-48.0,-50.0,11.0,2020-04-28,Colorado,8,14239,734
2819,-33.0,-14.0,55.0,-45.0,-50.0,14.0,2020-04-28,Connecticut,9,26312,2089
2820,-31.0,-14.0,27.0,-40.0,-47.0,13.0,2020-04-28,Delaware,10,4575,137
2821,-62.0,-32.0,-66.0,-77.0,-69.0,22.0,2020-04-28,District of Columbia,11,3994,190
2822,-38.0,-17.0,-39.0,-50.0,-45.0,13.0,2020-04-28,Florida,12,32838,1170
2823,-24.0,-6.0,15.0,-43.0,-45.0,12.0,2020-04-28,Georgia,13,23607,1022
2824,-48.0,-28.0,-59.0,-67.0,-48.0,13.0,2020-04-28,Hawaii,15,602,16
2825,-19.0,3.0,129.0,-15.0,-41.0,4.0,2020-04-28,Idaho,16,1952,60
2826,-36.0,-11.0,10.0,-49.0,-50.0,14.0,2020-04-28,Illinois,17,48102,2132
2827,-22.0,-2.0,100.0,-16.0,-44.0,10.0,2020-04-28,Indiana,18,16783,992
2828,-29.0,2.0,73.0,-17.0,-41.0,11.0,2020-04-28,Iowa,19,6376,136
2829,-26.0,-6.0,73.0,-18.0,-44.0,11.0,2020-04-28,Kansas,20,3601,127
2830,-21.0,1.0,69.0,-22.0,-43.0,9.0,2020-04-28,Kentucky,21,4375,231
2831,-30.0,-7.0,-20.0,-38.0,-41.0,10.0,2020-04-28,Louisiana,22,27329,1801
2832,-33.0,-10.0,19.0,-41.0,-43.0,11.0,2020-04-28,Maine,23,1040,51
2833,-36.0,-18.0,4.0,-54.0,-54.0,18.0,2020-04-28,Maryland,24,20200,1016
2834,-43.0,-21.0,9.0,-68.0,-58.0,18.0,2020-04-28,Massachusetts,25,58302,3153
2835,-35.0,-13.0,103.0,-41.0,-57.0,15.0,2020-04-28,Michigan,26,39469,3566
2836,-37.0,-14.0,-1.0,-56.0,-49.0,15.0,2020-04-28,Minnesota,27,4181,301
2837,-14.0,1.0,9.0,-16.0,-35.0,7.0,2020-04-28,Mississippi,28,6342,239
2838,-26.0,-5.0,48.0,-26.0,-44.0,10.0,2020-04-28,Missouri,29,7306,324
2839,-23.0,7.0,90.0,-18.0,-35.0,3.0,2020-04-28,Montana,30,451,15
2840,-24.0,-5.0,66.0,-10.0,-40.0,10.0,2020-04-28,Nebraska,31,3613,56
2841,-35.0,-8.0,-30.0,-48.0,-52.0,11.0,2020-04-28,Nevada,32,4812,225
2842,-30.0,-10.0,40.0,-43.0,-47.0,14.0,2020-04-28,New Hampshire,33,2010,60
2843,-51.0,-15.0,25.0,-61.0,-58.0,19.0,2020-04-28,New Jersey,34,113856,6442
2844,-27.0,-3.0,4.0,-23.0,-45.0,10.0,2020-04-28,New Mexico,35,2975,110
2845,-54.0,-15.0,22.0,-64.0,-57.0,18.0,2020-04-28,New York,36,300276,22777
2846,-24.0,-3.0,38.0,-38.0,-42.0,10.0,2020-04-28,North Carolina,37,9568,353
2847,-29.0,-9.0,5.0,-23.0,-35.0,11.0,2020-04-28,North Dakota,38,991,19
2848,-26.0,-6.0,100.0,-21.0,-46.0,11.0,2020-04-28,Ohio,39,16769,799
2849,-20.0,0.0,25.0,-15.0,-39.0,9.0,2020-04-28,Oklahoma,40,3410,207
2850,-31.0,-6.0,56.0,-37.0,-47.0,8.0,2020-04-28,Oregon,41,2385,99
2851,-35.0,-13.0,43.0,-48.0,-50.0,14.0,2020-04-28,Pennsylvania,42,45323,2092
2852,-32.0,-14.0,35.0,-61.0,-49.0,15.0,2020-04-28,Rhode Island,44,7926,239
